id,traditional,simplified,pinyin,meaning,LEVEL
384,洗手間,洗手间,xǐshǒujiān,"toilet, lavatory, washroom",1
385,喜歡,喜欢,xǐhuan,"like, love, be fond of, be happy/elated",1
387,下班,下班,xià bān,get_off,1
388,下邊,下边,xiàbian,"under, the underside, below",1
389,下車,下车,xiàchē,get off/out of vehicle,1
390,下次,下次,xiàcì,next time,1
391,下課,下课,xià kè,"finish class, get out of class",1
392,下午,下午,xiàwǔ,"afternoon, CL:個|个[ge4], p.m.",1
393,下雨,下雨,xiàyǔ,rain,1
394,先,先,xiān,"earlier, in advance, before",1
395,先生,先生,xiānsheng,"doctor of Chinese medicine, Don, mulla, Ms., sir., teacher, gentleman, gospodin, Signor, signor, fortune-teller, babu, baboo, Herr, Mister, bey, mister, bwana, husband, siree, buckra, sirrah, senor, guv, sahib, Mr., rabbi, don, signore, Dan, sir, m'sieur, effendi, Tuan, baas, Monsieur, lording, monsieur, doctor, Mr, milord, Mynheer, signior, esquire, bookkeeper, Senor, rabboni, Senhor, sieur, sen",1
396,想,想,xiǎng,"think, suppose, reckon, consider, want to, would like to, feel like (doing sth.)",1
397,現在,现在,xiànzài,"now, at present, at the moment, modern, current, nowadays",1
399,小孩兒,小孩儿,xiǎoháir,"child, erhua variant of 小孩[xiao3 hai2]",1
400,小姐,小姐,xiǎojiě,"Signorina, Senorita, senorita, signorina, young_lady, damosel, Dona, mum, young lady, damoiselle, missy, tootsy, demoiselle, damsel, Miss, Fraulein, miss, sheila, sister, toots, senhorita, damozel, Ladyship, ladyship, Mademoiselle, mademoiselle",1
401,小時,小时,xiǎoshí,hour,1
402,小朋友,小朋友,xiǎopéngyǒu,"child (adult address to child), little boy, children, little boy/girl, girl, little girl, little boy or girl, child",1
403,小學,小学,xiǎoxué,"primary school, elementary school",1
404,小學生,小学生,xiǎo xuésheng,"(primary) pupil, schoolboy, schoolgirl",1
405,笑,笑,xiào,"smile, laugh",1
406,寫,写,xiě,"description, bewrite, direct, describe, pencil, draw, paint, inscribe, write, depiction, write_out, throw_off, depict, address, author, screeve, word, compose",1
407,謝謝,谢谢,xièxie,thank,1
408,新,新,xīn,"new, fresh, up-to-date",1
409,新年,新年,xīnnián,"New Year, CL:個|个[ge4]",1
410,星期,星期,xīngqī,"Sunday, week",1
411,星期日,星期日,Xīngqīrì,"Sunday, CL:個|个[ge4]",1
412,星期天,星期天,xīngqītiān,"Sunday, CL:個|个[ge4]",1
413,行,行,xíng,"go, travel, prevail, circulate, be current",1
414,休息,休息,xiūxi,"repose, have, lie dormant, respire, take time off, have a rest, take a rest, take off, relax, take_time_off, have/take a rest, rest",1
415,學生,学生,xuésheng,"academic, pupil, pup, tutee, follower, scholar, schoolchild, schoolboy, alumnus, disciple, learner, scholastic, student",1
416,學,学,xué,"study, learn, imitate, mimic",1
417,學習,学习,xuéxí,"study, learn, emulate",1
418,學校,学校,xuéxiào,"seminary, schoolhouse, educational institution, school, institution",1
419,學院,学院,xuéyuàn,"seminary, college, school, hall, institute, academy, faculty",1
420,要,要,yào,"want, need, must, should",1
421,爺爺,爷爷,yéye,"grandad, Grandpa, granddad, grandpa, (paternal) grandfather, gramps, granddaddy, grandfather",1
422,頁,页,yè,"page, leaf, m.[general], ,sheet of paper, sheet, piece, piece of paper, folio",1
423,衣服,衣服,yīfu,"clothes, wearing apparel, toggery, gear, tog, wear, bib-and-tucker, drapery, thing, dress, duds, vestment, wardrobe, clout, apparel, clothing, dud, wrapping, vesture, clobber, habit, robe, togs, livery, habilimentation, array, hull, garb, attire, attirement, stitch, rig, garment, raiment, wearable, dressing",1
424,也,也,yě,"also, too, as well, either, even",1
425,醫生,医生,yīshēng,"Galen, MD, physician, Dr., medic, doc, hakeem, medico, Aesculapius, medical man, surgeon, leech, doctor",1
426,醫院,医院,yīyuàn,"spital, hospital, infirmary, hospice",1
427,一,一,yī,det.: one,1
428,一會兒,一会儿,yīhuìr,"a moment, a while, in a moment, now...now..., also pr. [yi1 hui3 r5]",1
429,一塊兒,一块儿,yīkuàir,together,1
430,一下兒,一下儿,yīxiàr,"(used after a verb) give it a go, to do (sth for a bit to give it a try), one time, once, in a while, all of a sudden, all at once, erhua variant of 一下[yi1 xia4]",1
431,一半,一半,yībàn,"det.: one half, in part, half",1
432,一邊,一边,yībiān,"at the same time, simultaneously;on the one/other hand",1
433,一點兒,一点儿,yīdiǎnr,det.: a little bit,1
434,一起,一起,yīqǐ,"in_chorus, together, in all, in the same place, holus-bolus, altogether, in company",1
435,一些,一些,yīxiē,"det.: some, a few, a little",1
436,一樣,一样,yīyàng,"same, equal, similar",1
437,有的,有的,yǒude,det : some,1
438,有,有,yǒu,"have, possess",1
439,有名,有名,yǒu míng,"well-known, famous",1
440,用,用,yòng,with,1
441,有時候,有时候,yǒushíhou,"from time to time, on_occasion, occasionally, somewhile, otherwhile, now and again, sometimes, now and then, at times, on occasion, whiles, once in a while",1
442,有些,有些,yǒuxiē,"kind_of, rather, somewhat",1
443,有用,有用,yǒuyòng,"belong, profit, count, useful, avail, powerful",1
444,右,右,yòu,"right side as side of precedence, right side, west, winger, right, the right side, the Right, the right",1
445,右邊,右边,yòubian,"right side, right, to the right",1
446,雨,雨,yǔ,rain,1
447,元,元,yuán,m.[standard],1
448,遠,远,yuǎn,"far, distant (lit./fig.)",1
449,月,月,yuè,moon,1
450,再,再,zài,"again, once more, further(more), in a higher degree, and then, not (do sth.) before",1
451,再見,再见,zàijiàn,"good-bye, see you again",1
452,在,在,zài,"in, at, on, etc.",1
453,在家,在家,zàijiā,At home,1
454,早,早,zǎo,"early, long ago, in advance, beforehand, prematurely",1
455,早飯,早饭,zǎofàn,"breakfast, CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]",1
456,早上,早上,zǎoshang,"early morning, CL:個|个[ge4]",1
457,怎麼,怎么,zěnme,how,1
459,找,找,zhǎo,"look for, seek, call on, approach",1
460,找到,找到,zhǎodào,"light upon, find, discover, run_down, founded, regain, strike, come upon, come across, run down, trace, turn_up, happen upon, get, chance on, chance upon",1
461,這邊,这边,zhèbiān,"this side, here",1
462,這,这,zhè,"now, this, det.: this, it",1
463,這裡,这里,zhèlǐ,"this place, there, here",1
464,這兒,这儿,zhèr,"now, here",1
465,這些,这些,zhèxiē,det.: these,1
466,著,着,zhe,[aspect],1
467,真,真,zhēn,"really, truly, indeed, clearly",1
468,真的,真的,zhēn de,"really, truly, indeed",1
469,正,正,zhèng,"precisely, punctually",1
470,正在,正在,zhèngzài,"course of, be, be in process",1
471,知道,知道,zhīdao,"tell, have, ken, understand, infer, wis, learn, cognize, gather, know, be aware of, wise up, savvy, mind, realize",1
472,知識,知识,zhīshi,"lear, know-how, understanding, ken, instruction, science, sophistication, consciousness, light, awareness, cognizance, knowledge, lore, mastery, know, cognition, acquaintanceship, mind, intellect, knowingness, equipment",1
473,中國,中国,Zhōngguó,"Cathay, China, china",1
474,中,中,zhōng,"center, middle, interior",1
475,中間,中间,zhōngjiān,"center, middle",1
476,中文,中文,Zhōngwén,"Chinese, Ch. (written) language, Ch. language, Sinitic",1
477,中午,中午,zhōngwǔ,"noon, midday, CL:個|个[ge4]",1
478,中學,中学,zhōngxué,"middle_school, grammar_school, secondary school, Ch. learning, middle school, high_school, grammar school",1
479,中學生,中学生,zhōngxuéshēng,"middle-school student, high school student",1
480,重,重,zhòng,"heavy, weighty, important, considerable in amount/value",1
481,重要,重要,zhòngyào,"important, significant, major",1
482,住,住,zhù,"inhabit, cease, stay, visit, shack, dwell, stop, people, live, reside, populate, dig",1
483,準備,准备,zhǔnbèi,"prepare, get ready",1
484,桌子,桌子,zhuōzi,"mahogany, table, desk",1
485,字,字,zì,"graphic symbol, writing, pronunciation (of a word), form of a written character, receipt, printing type, script, name taken at the age of 20, courtesy name, wordage, character, grapheme, contract, scripts, symbolic representation, style of handwriting, word",1
486,子,子,zi,"son, child, seed, egg, small thing, 1st earthly branch: 11 p.m.-1 a.m., midnight, 11th solar month (7th December to 5th January), year of the Rat, Viscount, fourth of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4], ancient Chinese compass point: 0° (north), (noun suffix)",1
487,走,走,zǒu,"scram, travel, foot, go away, evaporate, ankle, waltz, step, bugger off, etc., go through, leave, leak, run, buzz off, leg, pad, fork, visit, go, escape, lose flavor, work, call on, strike, sashay, trace, pursue, gang, lose shape/etc., get_along, come_along, walk, hoof it, lose flavor/shape/etc., leg it, let out, shape, drive, cover, take, get, hoof, move",1
488,最,最,zuì,"most, to the highest degree, much, superlatively",1
489,走路,走路,zǒu lù,"go away, stroam, go on foot, walk",1
490,最好,最好,zuìhǎo,"had better, it would be best",1
491,最後,最后,zuìhòu,"final, last, finally, ultimate",1
492,昨天,昨天,zuótiān,yesterday,1
493,左邊,左边,zuǒbian,"left, the left side, to the left of",1
494,左,左,zuǒ,"left side, east, the Left",1
495,坐,坐,zuò,"sit, take seat",1
496,坐下,坐下,zuòxià,"subside, sit, sit down, sink, sit_down",1
497,做,做,zuò,"make, do",1
2024,啊,啊,a,particle: used in direct address and exclamation; indicating obviousness/impatience/suggestion; used for confirmation,2
2025,愛情,爱情,àiqíng,"god, warmheartedness, affection, love_affair, heart, kindness, tenderness, bosom, love, fondness, romantic love, affectionateness",2
2026,安靜,安静,ānjìng,"lull, quieten, quiesce, dummy, quiet down, quiet, hush, pipe down, peaceful",2
2027,安全,安全,ānquán,"safe, secure",2
2028,愛人,爱人,àiren,"spouse (PRC), lover (non-PRC), CL:個|个[ge4]",2
2029,班長,班长,bānzhǎng,"monitor, (work) team leader, squad leader, team leader, class monitor",2
2030,辦,办,bàn,"punish (by law), manage, get ... ready, set_up, buy a fair amount of, set up, run, management, handle, tackle, attend to, do, punish, bring ... to justice",2
2031,辦法,办法,bànfǎ,"road, expedient, policy, agency, measure, way, method, means",2
2032,辦公室,办公室,bàngōngshì,"agency, office, authority, government agency, bureau",2
2033,白色,白色,báisè,"White, white, whiteness, White (as symbol of anticommunism), white (color)",2
2034,幫助,帮助,bāngzhù,"aid, bridge_over, help, bestead, bring_on, tide_over, serve, support, facilitate, accommodate, carry_through, assist, administer, attend_to, assistance, befriend, further, favour",2
2035,報名,报名,bào míng,"register, inscribe, enter, enroll, enrol, enter one's name, sign up, recruit",2
2036,飽,饱,bǎo,"to eat till full, satisfied",2
2037,半夜,半夜,bànyè,"midnight, in the middle of the night",2
2038,報紙,报纸,bàozhǐ,"paper, headliner, newspaper publisher, tabloid, copyreader, newspaper, rag, courant, newsprint, sheet, gazette, dailies",2
2039,北方,北方,běifāng,"norland, septentrion, compass north, northern part of country, northernness, northern, magnetic north, northward, north, the North, the northern part of the country",2
2040,比如說,比如说,bǐrúshuō,For example,2
2041,比如,比如,bǐrú,"for example, for instance, such as",2
2042,筆記,笔记,bǐjì,"short sketches, adversaria, notes, note",2
2043,筆,笔,bǐ,m.[general],2
2044,背,背,bèi,"learn by heart, recite from memory",2
2045,筆記本,笔记本,bǐjìběn,"notebook (stationery), CL:本[ben3], notebook (computing)",2
2046,邊,边,biān,"border, boundary",2
2047,變,变,biàn,"change, transform",2
2048,必須,必须,bìxū,must,2
2049,遍,遍,biàn,m.[activity],2
2050,變成,变成,biàn chéng,"grow_into, change into, go, form, grow into, change state, develop into, turn to, fall, turn_into, be, turn, become, turn into, grow, run, get",2
2051,不錯,不错,bùcuò,"not bad, pretty good;correct, right",2
2052,不夠,不够,bùgòu,"not enough, insufficient, inadequate",2
2053,不但,不但,bùdàn,conj.: not only,2
2054,不過,不过,bùguò,"conj.: but, however, only",2
2055,不太,不太,bù tài,Not too,2
2056,錶,表,biǎo,"table, form, list",2
2057,不好意思,不好意思,bù hǎoyìsi,"embarrassed, be ill at ease, find it embarrassing, feel embarrassed",2
2058,不滿,不满,bùmǎn,"resentful, dissatisfied",2
2059,不要,不要,bùyào,"never, noway, don't want, don't (do sth.)",2
2060,不如,不如,bùrú,be unequal/inferior to,2
2061,不久,不久,bùjiǔ,"not long (after), before too long, soon, soon after",2
2062,不少,不少,bùshǎo,det.: a lot of,2
2063,不同,不同,bùtóng,different,2
2064,不行,不行,bù xíng,"won't do, be out of the question, be no good, not work, not be capable",2
2065,不一定,不一定,bùyīdìng,"not sure, maybe",2
2066,不一會兒,不一会儿,bù yīhuǐr5,Take a short while,2
2067,部分,部分,bùfen,"partial, department, section, partialness, slice, pars, part, det.: part, percent, partage, sphere, component, divvy, segment, portion, fraction, sector, chapter, share, percentage, piece, division, sectional, parcel",2
2068,菜單,菜单,càidān,"menu, CL:份[fen4],張|张[zhang1]",2
2069,參觀,参观,cānguān,"visit, tour",2
2070,才,才,cái,"then and only then, just now, only (before a number)",2
2071,參加,参加,cānjiā,"join, attend, take part in, give (advice/etc.)",2
2072,草地,草地,cǎodì,"lawn, meadow, sod, turf, CL:片[pian4]",2
2073,層,层,céng,m.[proximation],2
2074,草,草,cǎo,"female (of animals), herb, herbage, female, careless, hasty, grass, rough, wort, draft, straw",2
2075,差不多,差不多,chàbuduō,good enough,2
2076,長,长,zhǎng,"long, be strong/good (in/at)",2
2077,查,查,chá,"look into, consult, look up, search, investigate, consultation, audit, examination, investigation, check, examine",2
2078,常見,常见,chángjiàn,commonly seen,2
2079,常用,常用,chángyòng,in common usage,2
2080,場,场,chǎng,m.[event],2
2081,超過,超过,chāo guò,"overpass, overreach, outwalk, outstrip, overstep, outmarch, distance, pass, overstride, outpace, overtop, surpass, crown, exceed, overtake, preponderate, overrun, top, outrun, go_over, transcend, outrange, transgress, go past, break, excess, overhaul, overshine",2
2082,超市,超市,chāoshì,"supermarket, abbr. for 超級市場|超级市场, CL:家[jia1]",2
2083,車輛,车辆,chēliàng,"voiture, vehicular traffic, vehicle, cars, vehicle traffic, car, vehicles, carriage, rolling_stock, equipment",2
